,concepts,description,related
107,Anoplopoma fimbria,"The sablefish (Anoplopoma fimbria) is one of two members of the fish family Anoplopomatidae and the only species in the genus Anoplopoma. In English, common names for it include sable (US), butterfish (US), black cod (US, UK, Canada), blue cod (UK), bluefish (UK), candlefish (UK), coal cod (UK), snowfish (ปลาหิมะ; Thailand), coalfish (Canada), beshow, and skil (Canada), although many of these names also refer to other, unrelated, species.","Butterfish, Black cod, Eulachon, Anoplopomatidae"
108,Anotopterus nikparini,"Anotopterus nikparini is a species of fish in the family Anotopteridae, the daggertooths. It is native to the northern Pacific Ocean, where it occurs as far north as the Bering Sea and as far south as Japan and Baja California.",Anotopterus
109,Anseropoda,"Anseropoda placenta, also called the goose foot starfish, is a species of sea star in the family Asterinidae.","Asterinidae, Goose foot, Vermes in the 10th edition of Systema Naturae, List of echinoderms of Ireland"
110,Antedonidae,Antedonidae is a family of crinoids or feather stars in the phylum Echinodermata. Members of the family are unstalked and have ten feathery arms.,"Promachocrinus fragarius, Antedon, Promachocrinus, Antedon mediterranea"
111,Antedonoidea,"Articulata are a subclass or superorder within the class Crinoidea, including all living crinoid species. They are commonly known as sea lilies (stalked crinoids) or feather stars (unstalked crinoids).",List of echinoderms of South Africa
112,Antedonoidea sp. 1,"Articulata are a subclass or superorder within the class Crinoidea, including all living crinoid species. They are commonly known as sea lilies (stalked crinoids) or feather stars (unstalked crinoids).",List of echinoderms of South Africa
113,Anthoathecata,"Anthoathecata, or the athecate hydroids, are an order of hydrozoans belonging to the phylum Cnidaria. A profusion of alternate scientific names exists for this long-known, heavily discussed, and spectacular group.","Hydrozoa, Turritopsis dohrnii, Porpita porpita, Hydra vulgaris"
114,Anthomastus,"Anthomastus is a genus of soft corals in the family Alcyoniidae. Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Anthomastus giganteus, Hector Frederik Estrup Jungersen, Neopolynoe acanellae, List of invertebrates of California"
115,Anthomastus sp.,"Anthomastus is a genus of soft corals in the family Alcyoniidae. Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Anthomastus giganteus, Hector Frederik Estrup Jungersen, Neopolynoe acanellae, List of invertebrates of California"
116,Anthomastus tahinodus,"Anthomastus is a genus of soft corals in the family Alcyoniidae. Anthomastus is a genus of soft corals in the family Alcyoniidae. Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Anthomastus giganteus, Hector Frederik Estrup Jungersen, Neopolynoe acanellae, List of invertebrates of California"
117,Anthoptilidae,Anthoptilidae is a family of corals belonging to the order Pennatulacea. Genera:.,"Sea pen, List of marine cnidarians of South Africa"
118,Anthoptilum,Anthoptilidae is a family of corals belonging to the order Pennatulacea. Genera:.,"John Murray (oceanographer), List of marine cnidarians of South Africa"
119,Anthoptilum grandiflorum,Anthoptilidae is a family of corals belonging to the order Pennatulacea. Genera:.,"John Murray (oceanographer), List of marine cnidarians of South Africa"
120,Anthoptilum lithophilum,Anthoptilidae is a family of corals belonging to the order Pennatulacea. Genera:.,"John Murray (oceanographer), List of marine cnidarians of South Africa"
121,Anthoptilum sp.,Anthoptilidae is a family of corals belonging to the order Pennatulacea. Genera:.,"John Murray (oceanographer), List of marine cnidarians of South Africa"
122,Anthozoa,"Anthozoa is a class of marine invertebrates which includes the sea anemones, stony corals and soft corals. Adult anthozoans are almost all attached to the seabed, while their larvae can disperse as part of the plankton.","Cnidaria, Coral, Sea anemone, Coral reef"
123,Antigonia,"Caproidae, or boarfishes, are a small family  of marine fishes comprising two genera and 12 species. They were formerly placed in the order Zeiformes with the dories, but were later moved to Perciformes based on percoid characteristics of the caudal skeleton and other morphological evidence.","Zeiformes, Boarfish, Moorish idol, Yellow tang"
124,Antimora,"Antimora is a genus of morid cods. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Blue antimora, Swim bladder, Moridae, The Cruel Gift"
125,Antimora microlepis,"Antimora is a genus of morid cods. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Patton Seamount, List of data deficient fishes, List of least concern fishes"
126,Antipatharia,"Antipatharians, also known as black corals or thorn corals, are an order of soft deep-water corals. These corals can be recognized by their jet-black or dark brown chitin skeletons, surrounded by the polyps (part of coral that is alive).","Hexacorallia, Cozumel, Coral, Anthozoa"
127,Antipathella,"Antipathella is a genus of cnidarians belonging to the family Myriopathidae. The genus has almost cosmopolitan distribution. Antipatharians, also known as black corals or thorn corals, are an order of soft deep-water corals. These corals can be recognized by their jet-black or dark brown chitin skeletons, surrounded by the polyps (part of coral that is alive).","Antipathella fiordensis, Myriopathidae, Black coral, Astrobrachion constrictum"
128,Antipathes,"Antipathes is a genus of coral in the order Antipatharia, composed of black coral (so named for its black skeleton). Distinct features vary greatly within this genus: it contains symmetrically aligned as well as irregularly shaped corals, a range of different colors, and colonies that can be either sparsely branched or closely packed.","Black coral, Antipathes dichotoma, Allopathes desbonni, Antipathes dendrochristos"
129,Antipathes leptocrada,"Antipathes is a genus of coral in the order Antipatharia, composed of black coral (so named for its black skeleton). Distinct features vary greatly within this genus: it contains symmetrically aligned as well as irregularly shaped corals, a range of different colors, and colonies that can be either sparsely branched or closely packed.","Black coral, Antipathes dichotoma, Allopathes desbonni, Antipathes dendrochristos"
130,Anuropus,"Anuropus is a genus of isopods in the suborder Cymothoida. As of 2021, it is the only genus in the family Anuropidae.",Deepstaria enigmatica
131,Aphanipathes,"Aphanipathes is a diverse genus of black corals in the family Aphanipathidae, typified by large polypar spines. However, there are some disagreement in the correct taxonomic classification of this genus.","Aphanipathidae, Black coral"
132,Aphanopus,"The black scabbardfish (Aphanopus carbo) is a bathypelagic cutlassfish of the family Trichiuridae found in the Atlantic Ocean between latitudes 69°N and 27°N at depths between 180 and 1,700 m (600 and 5,600 ft). Its length is up to 110 cm (3.","Aphanopus, Cutlassfish, Goblin shark, List of fishes of Great Britain"
133,Aphyonidae,"Aphyonidae is a family of eel-like fishes in the order Ophidiiformes. They are found in tropical and subtropical waters throughout the world. Ophidiiformes  is an order of ray-finned fish that includes the cusk-eels (family Ophidiidae), pearlfishes (family Carapidae), viviparous brotulas (family Bythitidae), and others. Members of this order have small heads and long slender bodies.","Blind fish, List of fishes of Great Britain, List of fish families, List of fish of Ireland"
134,Aplacophora,"Aplacophora  is a presumably paraphyletic taxon. This is a class of small, deep-water, exclusively benthic, marine molluscs found in all oceans of the world.","Mollusca, Solenogastres, Caudofoveata, List of marine molluscs of Australia"
135,Apogon pacificus,"Apogon is a large genus of fish in the family Apogonidae, the cardinalfishes. They are among the most common fish on coral reefs. USS Apogon (SS-308), a Balao-class submarine, was a ship of the United States Navy named for the apogons, a genus of cardinalfishes found in tropical and subtropical waters. The original name planned for the ship was Abadejo, but the name was changed on 24 September 1942 before the keel was laid down.","Onzole Formation, List of least concern perciform fishes, List of freshwater fish of Japan, List of the Cenozoic life of California"
136,Apolemia,Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Apolemia uvaria, Siphonophorae, Largest and heaviest animals, Bathyphysa conifera"
137,Apolemia lanosa,Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae.,"Apolemia uvaria, Siphonophorae, Largest and heaviest animals, Bathyphysa conifera"
138,Apolemia rubriversa,Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae. Apolemia is a genus of siphonophores. It is the only genus in the monotypic family Apolemiidae.,"Apolemia uvaria, Siphonophorae, Largest and heaviest animals, Bathyphysa conifera"
139,Apollonaster kelleyi,"Apollonaster kelleyi is a species of abyssal sea star within the family Goniasteridae, that was discovered in 2015 in the Hawaiian region. It is identified as part of the Apollonaster genus based on its bare abactinal plate surfaces and multiple accessory granule rows on its abactinal plates.","Apollonaster, Goniasteridae"
140,Aporocidaris milleri,Aporocidaris milleri is a species of sea urchin of the family Ctenocidaridae. Their armour is covered with spines. Aporocidaris is a genus of sea urchins in the family Ctenocidaridae. Several species are found in deep water in circum-Antarctic locations.,"Aporocidaris, Aporocidaris fragilis, Aporocidaris usarpi, Aporocidaris incerta"
